author,comment,belong_likes_count,time,belong_create_time,link,is_long,motion,is_positive
LFC_AdamV2,Can someone make both of these an iPhone wallpaper for me??? https://t.co/ystj0F4mYc,3,2022-05-14 23:58:19+00:00,2022-05-14 23:58:19+00:00,https://twitter.com/LFC_AdamV2/status/1525626593443467265,1,Sad,0
bigbritishballs,i  love  iphone  typing  sounds  its  so  fun  sofbwkfks d f sodbfks   skfjsbkd,14,2022-05-14 23:58:17+00:00,2022-05-14 23:58:17+00:00,https://twitter.com/bigbritishballs/status/1525626587391172609,1,Happy,1
ItsJessicaYT,"Use my code G6DRHX at checkout to get 20% off your entire purchase at POETIC CASES! https://t.co/rr2ZwGXZz0
#PoeticCases #iPhone #Cases #Ambassador
Expires 13th June 2022",0,2022-05-14 23:58:15+00:00,2022-05-14 23:58:15+00:00,https://twitter.com/ItsJessicaYT/status/1525626578117468162,1,Fear,0
Emma_Amandi,"You choose a yahoo guy who bought iPhone 11 to u over a newly graduated medical doctor with ideas and plans and a few years later you realized that the medical doctor is in the U.S doing great while your yahoo bf has dumped u to follow another ass.
...Sister, you are brainless.",1,2022-05-14 23:57:49+00:00,2022-05-14 23:57:49+00:00,https://twitter.com/Emma_Amandi/status/1525626466913746944,1,Happy,1
ToyaMeetsIndu,What games do you lot play on your iPhone’s 👀,1,2022-05-14 23:57:47+00:00,2022-05-14 23:57:47+00:00,https://twitter.com/ToyaMeetsIndu/status/1525626459905306625,1,Sad,0
Our2ndunicorn,"android got nothing on the apple ecosystem like apple watch, iphone, macbook, imac, ipad all in sync with each other a force to be reckoned with",0,2022-05-14 23:57:44+00:00,2022-05-14 23:57:44+00:00,https://twitter.com/Our2ndunicorn/status/1525626449008291840,1,Fear,0
luvstimmybill,iphone,0,2022-05-14 23:57:35+00:00,2022-05-14 23:57:35+00:00,https://twitter.com/luvstimmybill/status/1525626410974552066,0,Happy,1
SAServicesPro,ATT CLEAN UNLOCK CODE SERVICE FOR AT&amp;T SAMSUNG ASUS LG HUAWEI ALCATEL IPHONE #eBay🇺🇸 #Specialty #Services https://t.co/5NpuUrJdFl,0,2022-05-14 23:57:33+00:00,2022-05-14 23:57:33+00:00,https://twitter.com/SAServicesPro/status/1525626400568401922,1,Happy,1
_FacelessM,twitter for iphone https://t.co/IUOs21VxWq,0,2022-05-14 23:57:22+00:00,2022-05-14 23:57:22+00:00,https://twitter.com/_FacelessM/status/1525626355508969476,1,Sad,0
zizmgl,@bobobilboquet @M__Reddington @Elies13700 compatible iphone??,0,2022-05-14 23:57:17+00:00,2022-05-14 23:57:17+00:00,https://twitter.com/zizmgl/status/1525626335288254471,1,Happy,1
JCGct6x,Doing a vhs sigma grindset edit of this and posting it as a whatsapp status on my busted ass iphone 4 with the caption “🥶🤑😈” https://t.co/pnYa0GxOau,1,2022-05-14 23:57:15+00:00,2022-05-14 23:57:15+00:00,https://twitter.com/JCGct6x/status/1525626326614515712,1,Surprise,1
KSlazinski,"@SattarFalahati Infinite loop of Apple Watch madness: 

iPhone is busy: Preparing the watch for development via iPhone 😱😰😬",8,2022-05-14 23:57:10+00:00,2022-05-14 23:57:10+00:00,https://twitter.com/KSlazinski/status/1525626304548048897,1,Surprise,1
siwon62,Tweeting from my brand new IPHONE 13  PRO MAX,0,2022-05-14 23:57:09+00:00,2022-05-14 23:57:09+00:00,https://twitter.com/siwon62/status/1525626302144958464,1,Sad,0
vaddyaustine,"You forget to add one and most girls do that on the low ...
 IS HE USING AN IPHONE ? https://t.co/ZrYrjEmXaV",0,2022-05-14 23:56:46+00:00,2022-05-14 23:56:46+00:00,https://twitter.com/vaddyaustine/status/1525626202588909569,1,Sad,0
KFOnlineshop,PO )) PHONE CASE IPHONE IMPORT https://t.co/Zy4SVWjyYP,0,2022-05-14 23:56:40+00:00,2022-05-14 23:56:40+00:00,https://twitter.com/KFOnlineshop/status/1525626178362454019,1,Happy,1
GoSoloAds,World's Largest iPhone Factory Forced to Suspend Recruitment - PCMag https://t.co/TQdAOY8ijR,2,2022-05-14 23:56:33+00:00,2022-05-14 23:56:33+00:00,https://twitter.com/GoSoloAds/status/1525626147723128832,1,Fear,0
_deanteG,they needs bring bacc rose gold iphone,0,2022-05-14 23:56:26+00:00,2022-05-14 23:56:26+00:00,https://twitter.com/_deanteG/status/1525626121575874561,1,Sad,0
Moosey47,@TomGaymor @IndyCar @callum_ilott *on detail!! Oh iphone never change. Thanks as always Tom!,1,2022-05-14 23:56:06+00:00,2022-05-14 23:56:06+00:00,https://twitter.com/Moosey47/status/1525626038113423365,1,Sad,0
spyderrmann,The owner of Samsung might be using iPhone 🤷‍♂️,10,2022-05-14 23:56:04+00:00,2022-05-14 23:56:04+00:00,https://twitter.com/spyderrmann/status/1525626029242564617,1,Angry,0
KAG1SO,@Lowkeysimp__ @_b0y1da_ hold on “tweets for iphone” nigga? 😮‍💨🔥🔥🔥,0,2022-05-14 23:55:53+00:00,2022-05-14 23:55:53+00:00,https://twitter.com/KAG1SO/status/1525625980240506880,1,Happy,1
MaxRovensky,I really hope the absolute mad lad at @Apple who decided to put 77mm lens into the iPhone got a hell of a promotion https://t.co/urdVVskR4Q,3,2022-05-14 23:55:50+00:00,2022-05-14 23:55:50+00:00,https://twitter.com/MaxRovensky/status/1525625968349552640,1,Fear,0
OriginalShults,@ThatAstrosGirl The home button? Were you still rocking an iPhone 6?,10,2022-05-14 23:55:28+00:00,2022-05-14 23:55:28+00:00,https://twitter.com/OriginalShults/status/1525625878671147009,1,Sad,0
DOJNIKASEILISH,@bitch1sbroken yeah that's iphone only,0,2022-05-14 23:55:14+00:00,2022-05-14 23:55:14+00:00,https://twitter.com/DOJNIKASEILISH/status/1525625816519954432,1,Happy,1
DannyBoy_223,Wat is it called when you be on the phone but watching videos and you wanna turn the person on the phone down and turn the video up and why doesn’t iPhone have it,0,2022-05-14 23:55:04+00:00,2022-05-14 23:55:04+00:00,https://twitter.com/DannyBoy_223/status/1525625777919696898,1,Surprise,1
brunaodajuju,@lgferrarezi Twitter for IPhone 🫣,0,2022-05-14 23:54:36+00:00,2022-05-14 23:54:36+00:00,https://twitter.com/brunaodajuju/status/1525625659149672449,1,Sad,0
ZaphrosF,"@hk_1108 😂😂😂
aah how  much  it  must  hurt  Landaghars  knowing  this  🇦🇫 flags  exists  on  iphone  keyboard  even  this  🏳",0,2022-05-14 23:54:24+00:00,2022-05-14 23:54:24+00:00,https://twitter.com/ZaphrosF/status/1525625609006862337,1,Sad,0
SamagameC,psx4iPhone: A playstation emulator for iPhone 3GS https://t.co/mjTWpOTJys,0,2022-05-14 23:54:07+00:00,2022-05-14 23:54:07+00:00,https://twitter.com/SamagameC/status/1525625536218791937,1,Happy,1
Boobieoiiiiiiio,@FiguringFreddie @coloradolady017 @brattastic99 Again I waited for several months as an iPhone user. If not getting personal texts or email telling you of your importantance offends you than there are bigger issues you should deal with. TruthSocial owes you nothing. 🤷🏼‍♀️,2,2022-05-14 23:54:07+00:00,2022-05-14 23:54:07+00:00,https://twitter.com/Boobieoiiiiiiio/status/1525625536005001217,1,Sad,0
theJaybrody,"The last time the @MapleLeafs won a Playoff series, was 2004. 3 years before the first IPhone. You weren’t tweeting about the game. You were playing “Snake” on a Nokia. #LeafsForever",51,2022-05-14 23:53:47+00:00,2022-05-14 23:53:47+00:00,https://twitter.com/theJaybrody/status/1525625451758034944,1,Surprise,1
PangCak66740811,"IF I GET ANOTHER GODFORSAKEN DISCORD NOTIFICATION  WHILE IM PLAYING PROJECT SEKAI, IM GONNA SHOVE MY TINY ASS IPHONE 7 SO FAR DOWN SOMEONES THROAT, THERE GONNA BE COUGHING UP MIKU SONGS LIKE THE COLD  &lt;3 https://t.co/NHTr6Qv2Ri",1,2022-05-14 23:53:45+00:00,2022-05-14 23:53:45+00:00,https://twitter.com/PangCak66740811/status/1525625444837609472,1,Fear,0
toomaatow,@Unsoedfess1963 Icang iphone,0,2022-05-14 23:53:37+00:00,2022-05-14 23:53:37+00:00,https://twitter.com/toomaatow/status/1525625409853095936,1,Happy,1
TenBucksAWeek,My iPhone swipe functionality wasn’t working. Didn’t realize how common it is. I couldn’t even turn off the phone.,0,2022-05-14 23:53:35+00:00,2022-05-14 23:53:35+00:00,https://twitter.com/TenBucksAWeek/status/1525625402273562624,1,Fear,0
DOJNIKASEILISH,"@bitch1sbroken is this an iPhone thing? all android users can do is look up billie ""eilish savage"" and hope for the best 💔",0,2022-05-14 23:53:06+00:00,2022-05-14 23:53:06+00:00,https://twitter.com/DOJNIKASEILISH/status/1525625281813299202,1,Surprise,1
Protrixer,@sondesix They’re trying to copy Apple with putting a A15 in a iPhone 14 lol,0,2022-05-14 23:52:58+00:00,2022-05-14 23:52:58+00:00,https://twitter.com/Protrixer/status/1525625246417506304,1,Sad,0
briconasty,these were taken wit a iPhone 6 camera can u tell? https://t.co/fVr5EhtuJK,18,2022-05-14 23:52:53+00:00,2022-05-14 23:52:53+00:00,https://twitter.com/briconasty/status/1525625227601911809,1,Surprise,1
LisaKBarth,Has anyone had experience with a number you’ve blocked getting through on your iPhone? I am getting slammed relentlessly by the same # and blocking it has had 0 impact.,0,2022-05-14 23:52:33+00:00,2022-05-14 23:52:33+00:00,https://twitter.com/LisaKBarth/status/1525625143908777990,1,Angry,0
SundeepAB,"7 Ad Copy Tests To Boost PPC Performance [With Examples] via @sejournal, @jonleeclark - TECHEVANGELISTSEO - WORDPRESS SEO IPHONE TIPS How Tos https://t.co/IQm4wN5aYT #FacebookAds #Entrepreneurship #InstagramAds #SMMTools #DigitalMarketingTools #SEOTools #SMMTips #PPCTips",0,2022-05-14 23:52:16+00:00,2022-05-14 23:52:16+00:00,https://twitter.com/SundeepAB/status/1525625071338983424,1,Sad,0
kujjotaro_,@enalixs @taejooss i can take pics of my phone and send it to u but idk who would want an iphone 8 that got sunspots on the back,0,2022-05-14 23:52:13+00:00,2022-05-14 23:52:13+00:00,https://twitter.com/kujjotaro_/status/1525625060899401728,1,Fear,0
AloeVeraBunns,Is it just me? Or iPhone trippn?,0,2022-05-14 23:51:46+00:00,2022-05-14 23:51:46+00:00,https://twitter.com/AloeVeraBunns/status/1525624947040784385,1,Happy,1
sunxxstylinson,iphone conspiracy’s who? https://t.co/lAFN4XfzkA,12,2022-05-14 23:51:36+00:00,2022-05-14 23:51:36+00:00,https://twitter.com/sunxxstylinson/status/1525624904590172166,1,Happy,1
brooklysmn,"thanks iPhone fitur ini sangat berguna, here we go again https://t.co/Ie0GS2at09",0,2022-05-14 23:51:28+00:00,2022-05-14 23:51:28+00:00,https://twitter.com/brooklysmn/status/1525624871132479489,1,Happy,1
phyzman,"This is such an iPhone cheat (long exposure). And I love it! Today at Gibbon Falls in Yellowstone National Park. 

Just passing through, as one does. https://t.co/OF4G9FR3iU",9,2022-05-14 23:51:20+00:00,2022-05-14 23:51:20+00:00,https://twitter.com/phyzman/status/1525624836138995713,1,Fear,0
Nanuh_13,"@Thas_johnson Hahahaha why u pressed. 
Foi literalmente um joke. 😭😭😭 cu minis de iphone. Dont take it serious bu video fca bonito",1,2022-05-14 23:51:14+00:00,2022-05-14 23:51:14+00:00,https://twitter.com/Nanuh_13/status/1525624812227403780,1,Happy,1
23_Revelation,@dtan0914 Seems uploaded here via IPhone Mobile 🤷🏾‍♂️ https://t.co/CHdqUCmmXW,0,2022-05-14 23:51:12+00:00,2022-05-14 23:51:12+00:00,https://twitter.com/23_Revelation/status/1525624802190442496,1,Sad,0
otaviocursi,@hcat__ Twitter for iPhone uiii,0,2022-05-14 23:51:10+00:00,2022-05-14 23:51:10+00:00,https://twitter.com/otaviocursi/status/1525624794640703491,1,Sad,0
Prabhu_DS,"Best free antivirus for iPhone 
Data is the new fuel. You might have heard this already. But do you know that the new fuel needs new security? Of #prabhuwrites #prabhu #hymprudious https://t.co/CjZEXE3xoB #bestfreeantivirusappforiphone",0,2022-05-14 23:51:07+00:00,2022-05-14 23:51:07+00:00,https://twitter.com/Prabhu_DS/status/1525624783798382592,1,Happy,1
kujjotaro_,@taejooss @enalixs whisper i said i was selling an iphone 8 rose gold,0,2022-05-14 23:50:47+00:00,2022-05-14 23:50:47+00:00,https://twitter.com/kujjotaro_/status/1525624696347234304,1,Surprise,1
Scouser100,@Imoletide They literally said as long as I own an iPhone they will continue to “disturb” me. It has really gotten worse. It’s so tiring.,0,2022-05-14 23:50:44+00:00,2022-05-14 23:50:44+00:00,https://twitter.com/Scouser100/status/1525624684670222336,1,Surprise,1
itsdjtonessco,Need an iPhone,1,2022-05-14 23:50:30+00:00,2022-05-14 23:50:30+00:00,https://twitter.com/itsdjtonessco/status/1525624626457485312,0,Happy,1
iPhoneCase_Man,#lifehack #cases Clear Mirror Phone Case for iPhone https://t.co/OKZx5CzyXG https://t.co/mIRIsjpe83,0,2022-05-14 23:50:27+00:00,2022-05-14 23:50:27+00:00,https://twitter.com/iPhoneCase_Man/status/1525624613463642120,1,Sad,0
teslapuggalotsx,bro when the apple employee put my jet black iphone directly onto the table i died a bit on the inside,1,2022-05-14 23:50:23+00:00,2022-05-14 23:50:23+00:00,https://twitter.com/teslapuggalotsx/status/1525624598300987392,1,Sad,0
geo_maps,Your iPhone has a hidden photo menu that unlocks genius feature. https://t.co/QzLxFlObym,0,2022-05-14 23:50:19+00:00,2022-05-14 23:50:19+00:00,https://twitter.com/geo_maps/status/1525624579443523585,1,Angry,0
jasonsudana1,@SwampCommunist iPhone,1,2022-05-14 23:50:16+00:00,2022-05-14 23:50:16+00:00,https://twitter.com/jasonsudana1/status/1525624570333450240,1,Happy,1
silayin25,How to Rename a Bluetooth Device on Your iPhone https://t.co/J911YWeCnv,0,2022-05-14 23:50:00+00:00,2022-05-14 23:50:00+00:00,https://twitter.com/silayin25/status/1525624501823733761,1,Happy,1
Blackbeard,@rim_aj I have an iPhone 8 so I get....no sparkles. But that is super cool that they added that wow.,1,2022-05-14 23:50:00+00:00,2022-05-14 23:50:00+00:00,https://twitter.com/Blackbeard/status/1525624499718201345,1,Happy,1
orangekida,@EzTech231 iPhone 12,0,2022-05-14 23:50:00+00:00,2022-05-14 23:50:00+00:00,https://twitter.com/orangekida/status/1525624499336630273,1,Happy,1
ammoungus,find my iphone for airpods is the most useless fucking shit,1,2022-05-14 23:49:52+00:00,2022-05-14 23:49:52+00:00,https://twitter.com/ammoungus/status/1525624469699575810,1,Happy,1
AquaGruntRocker,@orzeiann NO IT WAS MY IPHONE IT DOES THAT 😭😭😭😭,1,2022-05-14 23:49:41+00:00,2022-05-14 23:49:41+00:00,https://twitter.com/AquaGruntRocker/status/1525624420957560832,1,Happy,1
SACellPhonesPro,TORRAS Ice Clear [9H Never Crack or Shatter]iPhone 13 Pro Max Screen Protector M #eBay🇺🇸 https://t.co/UrpJwkr7tG,0,2022-05-14 23:49:37+00:00,2022-05-14 23:49:37+00:00,https://twitter.com/SACellPhonesPro/status/1525624404952104960,1,Sad,0
VirL0T,Today sunset Atxabiribil few weeks ago #StormHour #ThePhotoHour #HearYourselfBook #iPhone https://t.co/qaxqWuMnpU,13,2022-05-14 23:49:34+00:00,2022-05-14 23:49:34+00:00,https://twitter.com/VirL0T/status/1525624393753411584,1,Happy,1
briannamails,I'll be needing an iPhone pag mag concert my Android phone could never 😭👈 panget quality,0,2022-05-14 23:49:19+00:00,2022-05-14 23:49:19+00:00,https://twitter.com/briannamails/status/1525624329127374848,1,Happy,1
ftxemelyx,@AppleSupport Thank u even my photos won’t even work I be deleting them and it doesn’t 🤦🏻‍♀️ idk why u iPhone company’s do this I should get a new iPhone tht would actually help out :) 🤷🏻‍♀️😁😌,0,2022-05-14 23:49:17+00:00,2022-05-14 23:49:17+00:00,https://twitter.com/ftxemelyx/status/1525624322772987904,1,Surprise,1
WriteJMP,It never ceases to amaze me that my second grader can do more with a locked iPhone than my mom can do with her unlocked iPhone,1,2022-05-14 23:49:17+00:00,2022-05-14 23:49:17+00:00,https://twitter.com/WriteJMP/status/1525624322424836096,1,Angry,0
Bikram_Dhillon1,"I have been accused of literary sacrilege for reading Ulysses on my iPhone. Here are my thoughts ➡ https://t.co/vG6ywz944d https://t.co/lMacpkR51z
&amp;&lt;",0,2022-05-14 23:49:16+00:00,2022-05-14 23:49:16+00:00,https://twitter.com/Bikram_Dhillon1/status/1525624317102407681,1,Fear,0
starbeamshooter,Reason 79 why I never got an iPhone https://t.co/gU7iBe0bId,0,2022-05-14 23:49:08+00:00,2022-05-14 23:49:08+00:00,https://twitter.com/starbeamshooter/status/1525624285054009344,1,Sad,0
precuremerchbot,cure summer iphone 12 &amp; 12 pro case https://t.co/U4MnM7UW4L,0,2022-05-14 23:48:34+00:00,2022-05-14 23:48:34+00:00,https://twitter.com/precuremerchbot/status/1525624141511938048,1,Happy,1
MartinNobel_,Did you know: The original iPhone OS (1.0) had a low battery screen with words (left pic)! This was replaced with glyphs with iPhone OS 1.1 onwards (right pic). https://t.co/gahasZJrhc,20,2022-05-14 23:48:28+00:00,2022-05-14 23:48:28+00:00,https://twitter.com/MartinNobel_/status/1525624114139914240,1,Fear,0
SamagameC,Apple introduced the new iPhone SE https://t.co/qI2Weyu5FW,0,2022-05-14 23:48:12+00:00,2022-05-14 23:48:12+00:00,https://twitter.com/SamagameC/status/1525624050327896064,1,Happy,1
siviwebhembe,oh I wish to open a Samsung box expecting an android phone kanti it's an iPhone 🥺,12,2022-05-14 23:48:04+00:00,2022-05-14 23:48:04+00:00,https://twitter.com/siviwebhembe/status/1525624012864356355,1,Happy,1
hyedknm,@YNo_uo 2036(iPhone)150000(iPad),0,2022-05-14 23:47:42+00:00,2022-05-14 23:47:42+00:00,https://twitter.com/hyedknm/status/1525623920451534848,1,Happy,1
fenderjazz777,@davescottreal @MarkWarner What shortages? Still can’t find toilet paper? Can’t get the latest iPhone 😱,0,2022-05-14 23:47:36+00:00,2022-05-14 23:47:36+00:00,https://twitter.com/fenderjazz777/status/1525623896577294338,1,Happy,1
mytweetsbruh,i am officially an iphone user,5,2022-05-14 23:47:25+00:00,2022-05-14 23:47:25+00:00,https://twitter.com/mytweetsbruh/status/1525623850616115201,1,Happy,1
carly_b0omer,help why does my iphone look like this lmao https://t.co/hOslCzFShG,4,2022-05-14 23:47:09+00:00,2022-05-14 23:47:09+00:00,https://twitter.com/carly_b0omer/status/1525623781988909056,1,Surprise,1
FeelingHappy7,Today #ThePhotoHour #HearYourselfBook #iPhone https://t.co/ccfAEkRLp8,23,2022-05-14 23:46:48+00:00,2022-05-14 23:46:48+00:00,https://twitter.com/FeelingHappy7/status/1525623697490563075,1,Happy,1
FreeOnlineGami2,"Angry Birds Reloaded #applearcade #applegames #iphone #ipad #gaming #games #iphone #ipad
https://t.co/ABikJXuvXO",0,2022-05-14 23:46:26+00:00,2022-05-14 23:46:26+00:00,https://twitter.com/FreeOnlineGami2/status/1525623605333303303,1,Angry,0
tlodge5,"IPhone and Harley Davidson: Great marketing, terrible products! Smdh",0,2022-05-14 23:46:12+00:00,2022-05-14 23:46:12+00:00,https://twitter.com/tlodge5/status/1525623543467331584,1,Fear,0
X_participation,@BloodyHorseDay Someone who owns an iphone,3,2022-05-14 23:46:07+00:00,2022-05-14 23:46:07+00:00,https://twitter.com/X_participation/status/1525623524366462976,1,Happy,1
lasunhonesty,@Yournemesis17 @chiemeu @abdulazizumar99 I can see you're using Twitter for iPhone 13 pro max,0,2022-05-14 23:46:02+00:00,2022-05-14 23:46:02+00:00,https://twitter.com/lasunhonesty/status/1525623503461965827,1,Sad,0
LeratoMotileng,Why can’t iPhone offload apps anymore? 😭🥴💔,0,2022-05-14 23:45:54+00:00,2022-05-14 23:45:54+00:00,https://twitter.com/LeratoMotileng/status/1525623470457069568,1,Happy,1
fsanchez1983,"@tvaziri There should be an iphone version for republicans like Stefanik, that comes integrated with a “hearts and prayers” shortcut.",0,2022-05-14 23:45:54+00:00,2022-05-14 23:45:54+00:00,https://twitter.com/fsanchez1983/status/1525623468078911491,1,Surprise,1
ihys3nseii,@weluvmoga ain’t no way niggas out here winning a PS5 and a brand new iphone on the same day,2,2022-05-14 23:45:33+00:00,2022-05-14 23:45:33+00:00,https://twitter.com/ihys3nseii/status/1525623383140061184,1,Happy,1
childpo_rn,Throwback to the time the guy who carries around pacifiers for his girlfriends tried to steal my old iPhone 8 #ageisjustanumber,4,2022-05-14 23:45:16+00:00,2022-05-14 23:45:16+00:00,https://twitter.com/childpo_rn/status/1525623308510564354,1,Surprise,1
Azza1A,That do not disturb button is the best feature on an iPhone,2,2022-05-14 23:45:14+00:00,2022-05-14 23:45:14+00:00,https://twitter.com/Azza1A/status/1525623300931526656,1,Surprise,1
Mespiker,"@DesignFarmer @RBlooms2021 @AssusReamus I've never owned an iPhone or anything of that nature made by Apple. I've always had PC's with the windows operating system. My phone is an android, works just fine. My last three phones have been an LG and the battery life is tremendous.",1,2022-05-14 23:45:01+00:00,2022-05-14 23:45:01+00:00,https://twitter.com/Mespiker/status/1525623247823220736,1,Fear,0
JesseJustiss,"I'm being inundated with ""Amazon"" calls about a purchase for an iPhone on my landline. #Scammers #SCAM",0,2022-05-14 23:45:00+00:00,2022-05-14 23:45:00+00:00,https://twitter.com/JesseJustiss/status/1525623242278445057,1,Fear,0
ttrumoo_,"I just received a gift from Anonymous via Throne Gifts: SmoBea Compatible with iPhone 11 Case, Holographic Laser Bling Heart Pink Soft &amp; Flexible TPU and Hard PC Shockproof Cover Women Girls Heart Pattern Phone Case. Thank you! https://t.co/y8GMLtiEQX #Wishlist #Throne",3,2022-05-14 23:44:57+00:00,2022-05-14 23:44:57+00:00,https://twitter.com/ttrumoo_/status/1525623229074886656,1,Surprise,1
I_Am_Kat95,@batoruferin @clex_yoshi Idk??? Its an iphone. I dont use it like that,0,2022-05-14 23:44:44+00:00,2022-05-14 23:44:44+00:00,https://twitter.com/I_Am_Kat95/status/1525623176222412801,1,Happy,1
episson_store,#power INS Acrylic beads Crossbody Necklace Lanyard Phone case for iphone 12 Pro Max MiNi XR X XS 7 8 plus 11 SE 2020 Soft Back cover https://t.co/KzFUgiz1bJ https://t.co/xAAbCOnkyG,0,2022-05-14 23:44:20+00:00,2022-05-14 23:44:20+00:00,https://twitter.com/episson_store/status/1525623075143708672,1,Angry,0
WarBirdUSA,Fucking hate having to delete tweets because iPhone fucked up a single typo lol,1,2022-05-14 23:44:14+00:00,2022-05-14 23:44:14+00:00,https://twitter.com/WarBirdUSA/status/1525623051009904640,1,Happy,1
KilleyTheGoat,bouta start editing off iPhone until i can afford a new pc,2,2022-05-14 23:44:05+00:00,2022-05-14 23:44:05+00:00,https://twitter.com/KilleyTheGoat/status/1525623013110063104,1,Fear,0
hungkitalex,@pina_8_ There are a lot of good looking marvel iPhone cases in Hong Kong !!,1,2022-05-14 23:44:04+00:00,2022-05-14 23:44:04+00:00,https://twitter.com/hungkitalex/status/1525623009603596289,1,Happy,1
thalleshnaraujo,"Things I don’t like on the @Apple products I own:

#5 - Non-percented battery indicator on notched iPhones
#4 - iOS calendar app
#3 - macOS window management
#2 - Watch S7 keyboard non-deactivable, 🇺🇸-only autocorrect
#1 - iPhone 13 Pro automatic macro mode

#apple #iPhone #ios",0,2022-05-14 23:43:54+00:00,2022-05-14 23:43:54+00:00,https://twitter.com/thalleshnaraujo/status/1525622966805008384,1,Surprise,1
diorandan,@weluvmoga there’s a chance someone won an iphone from a milf ad than a youtube giveaway,1,2022-05-14 23:43:34+00:00,2022-05-14 23:43:34+00:00,https://twitter.com/diorandan/status/1525622881220456448,1,Fear,0
tobrightosee,iPhone 12 pro max/iPhone 11 pro who,0,2022-05-14 23:43:28+00:00,2022-05-14 23:43:28+00:00,https://twitter.com/tobrightosee/status/1525622858885767168,1,Happy,1
dynamicportrai1,A gigantic dynamic portrait of #iPhone user #cyberart https://t.co/hzG1bikSOK,0,2022-05-14 23:43:18+00:00,2022-05-14 23:43:18+00:00,https://twitter.com/dynamicportrai1/status/1525622817206636545,1,Happy,1
bigblrrrdmish1,@graysongotballs Just always posing with his iPhone 📱,1,2022-05-14 23:43:17+00:00,2022-05-14 23:43:17+00:00,https://twitter.com/bigblrrrdmish1/status/1525622812156874753,1,Sad,0
thedamnquails,"@thebandragland Man, you really oughta learn it. Just listen to the rest of it. Right now. I know you’ll definitely hear all of the parts on this shitty iPhone speaker.",1,2022-05-14 23:43:03+00:00,2022-05-14 23:43:03+00:00,https://twitter.com/thedamnquails/status/1525622752148865026,1,Fear,0
bigcvlogs,"Today we tested out the @SyncwireProduct 2 In 1 Magnetic Wireless Charger. This product can charge an #iPhone and #AirPods at the same time, off one device.
Check out the 2 in 1 #MagneticWirelessCharger in todays #YouTube video.
https://t.co/YHIxbOpDGq
#Syncwire #SyncwireReview https://t.co/11IMJqiVoy",0,2022-05-14 23:43:00+00:00,2022-05-14 23:43:00+00:00,https://twitter.com/bigcvlogs/status/1525622739322646528,1,Happy,1
