author,comment,belong_likes_count,time,belong_create_time,link,is_long,motion,is_positive
chanel808life,Why The Apple Watch Is Square https://t.co/k46lGW9E5P via @YouTube @SneedTech @Aloha_Android @carlostech702 @Nm3zKazi @TailosiveTech,0,2022-05-14 23:41:29+00:00,2022-05-14 23:41:29+00:00,https://twitter.com/chanel808life/status/1525622359033405440,1,Surprise,1
FruityPundit,"@idontmissapple1 @FlaggedForDepot “It is just a smart watch. Not like you need a new processor to handle minimal operations on a watch.”

Them within the next 5 years: “Ha! Apple can’t even afford to put a new processor in their low-end flagship phone!”",2,2022-05-14 23:41:01+00:00,2022-05-14 23:41:01+00:00,https://twitter.com/FruityPundit/status/1525622241693560835,1,Angry,0
PoppyBennett_14,@CrazyThreads74 @sweetcreaturebk @youarehome I've heard that it's on apple music but I'm not sure (someone also said it was taken down). I don't have apple music but you might be able to watch it there,1,2022-05-14 23:38:26+00:00,2022-05-14 23:38:26+00:00,https://twitter.com/PoppyBennett_14/status/1525621591756967941,1,Surprise,1
missy5moody,@Connellybooks I was able to watch episodes 5 and 6 through Apple TV but not directly on my Prime app. Weird.,0,2022-05-14 23:37:31+00:00,2022-05-14 23:37:31+00:00,https://twitter.com/missy5moody/status/1525621359602040832,1,Surprise,1
daisenaeeee,I love T-Mobile but how tf I ask for my new Apple Watch to be connected to my line and now my # not the same ? I need answers wtf was y’all doing I need my # back I hate getting a new one I gotta remember and shit,0,2022-05-14 23:37:19+00:00,2022-05-14 23:37:19+00:00,https://twitter.com/daisenaeeee/status/1525621310889545728,1,Surprise,1
bluntmentality,Who washes their Apple Watch 😩,0,2022-05-14 23:35:09+00:00,2022-05-14 23:35:09+00:00,https://twitter.com/bluntmentality/status/1525620765227352067,1,Surprise,1
MeliaDebourbon,"Watch NHL Playoffs Live Free on Apple, Fire TV &amp; Mobile

Mobile⤵️
▶️ https://t.co/itFSaxHqR3

PC⤵️
▶️ https://t.co/itFSaxHqR3

Tampa Bay Lightning vs Toronto Maple Leafs
Los Angeles Kings vs Edmonton Oilers

Stanley Cup Playoffs 2022 Game 7 TV https://t.co/vgc0qw0M44",8,2022-05-14 23:33:18+00:00,2022-05-14 23:33:18+00:00,https://twitter.com/MeliaDebourbon/status/1525620298367778818,1,Happy,1
emilyhart2222,@lasterd80 @peacetech121212 @VerdeSelvans Haha 😆 Apple Watch I guess,1,2022-05-14 23:32:10+00:00,2022-05-14 23:32:10+00:00,https://twitter.com/emilyhart2222/status/1525620013792641030,1,Surprise,1
GenteelBe,#menjewelryfashion #menjewelrybracelet Stylish Survival Rope Wristband for Apple Watch https://t.co/USnNyKFmK0 https://t.co/CHAseSeExs,0,2022-05-14 23:32:09+00:00,2022-05-14 23:32:09+00:00,https://twitter.com/GenteelBe/status/1525620010349219841,1,Surprise,1
FueledOne,@hiimadii @TBLightning Had to take off my Apple Watch.. was saying my heart rate was too high.,1,2022-05-14 23:31:29+00:00,2022-05-14 23:31:29+00:00,https://twitter.com/FueledOne/status/1525619839494070272,1,Surprise,1
cultofmac,ICYMI: Feel lucky? Watch the teaser trailer for Apple TV+ animated comedy Luck. https://t.co/ytwcs4xrY4 by @edfromfreelance,4,2022-05-14 23:31:05+00:00,2022-05-14 23:31:05+00:00,https://twitter.com/cultofmac/status/1525619738751209472,1,Happy,1
SamagameC,"Nomad Anniversary Offer: Save 30% on Accessories for Your Apple Watch, Mac, AirPods, iPad and iPhone https://t.co/NnbrSt69aZ",0,2022-05-14 23:30:16+00:00,2022-05-14 23:30:16+00:00,https://twitter.com/SamagameC/status/1525619536472559617,1,Fear,0
futurist3000,Smartphone app detects weak heart pump in Apple Watch users: ‘Absolutely remarkable’ https://t.co/ifPeuOUxHP,0,2022-05-14 23:29:34+00:00,2022-05-14 23:29:34+00:00,https://twitter.com/futurist3000/status/1525619360999538691,1,Sad,0
sanjeevrana02,"LELONG for Apple Watch Band 41mm 38mm 40mm Series 7 Series 6 5 4 3 2 1 SE, Bling Replacement Bracelet iWatch Band, Diamond Rhinestone Stainless Steel Metal Wristband Strap Review https://t.co/zpbOGYPcWN",0,2022-05-14 23:28:39+00:00,2022-05-14 23:28:39+00:00,https://twitter.com/sanjeevrana02/status/1525619128190398464,1,Fear,0
remilouuu,why didn’t apple make the apple watch chargers the same as the wireless iphone chargers so you could charge your phone or watch?,0,2022-05-14 23:27:56+00:00,2022-05-14 23:27:56+00:00,https://twitter.com/remilouuu/status/1525618946401083393,1,Surprise,1
Mariachioffici1,Necesito un apple watch ?,0,2022-05-14 23:27:32+00:00,2022-05-14 23:27:32+00:00,https://twitter.com/Mariachioffici1/status/1525618845733441537,1,Surprise,1
MainMandarin,"Apple Genius: “Are you sure you don’t want to hang out in the store? We’re doing a tutorial on keyboard features you could watch while you wait for your appointment.”

Me, about to comb through 2000 new submissions to FurAffinity: “I’m sure.”",8,2022-05-14 23:27:28+00:00,2022-05-14 23:27:28+00:00,https://twitter.com/MainMandarin/status/1525618831275835398,1,Surprise,1
baxters,I need an Apple Watch,3,2022-05-14 23:27:19+00:00,2022-05-14 23:27:19+00:00,https://twitter.com/baxters/status/1525618794731032576,1,Surprise,1
mishaspo,aw hell nah my apple watch beeping,1,2022-05-14 23:26:57+00:00,2022-05-14 23:26:57+00:00,https://twitter.com/mishaspo/status/1525618699587174400,1,Surprise,1
Slamoof1,Slamoof#shop #accessories Watch Cover case For Apple Watch series 5 4 3 2 1 Slim TPU case Protector https://t.co/3khCoqqONV https://t.co/4rXwqY1hkA,0,2022-05-14 23:26:47+00:00,2022-05-14 23:26:47+00:00,https://twitter.com/Slamoof1/status/1525618657052839936,1,Surprise,1
SpeedycakesX,So so today and then my Apple Watch died before I got to the treadmill but that was cooldown so it doesn’t really count https://t.co/k15futcXDl,0,2022-05-14 23:26:08+00:00,2022-05-14 23:26:08+00:00,https://twitter.com/SpeedycakesX/status/1525618495559389185,1,Surprise,1
waynewarren71,@hollietoronto My whole body is doing that!  My Apple Watch already started so off it went!!,1,2022-05-14 23:25:03+00:00,2022-05-14 23:25:03+00:00,https://twitter.com/waynewarren71/status/1525618224515129344,1,Fear,0
elcibernetico0,@sondesix @Dark_Prince_98 Bro is a Apple sheep. Omg why can't everyone be like Apple. Why can't they use the NeWeSt and GrEaTeSt for a WaTcH. Bro it's a watch chill out. And the best part the fruit can't use the Google watch lol.,0,2022-05-14 23:23:34+00:00,2022-05-14 23:23:34+00:00,https://twitter.com/elcibernetico0/status/1525617850953740289,1,Surprise,1
oreeeo,"@renee recalibrate? 

my fitbit was saying the same thing my apple watch is telling me before i switched over.",0,2022-05-14 23:22:16+00:00,2022-05-14 23:22:16+00:00,https://twitter.com/oreeeo/status/1525617523667873792,1,Surprise,1
NateCarrington,"Apple Watch: “🥳 It looks like you’re on an outdoor walk! Want me to log it so that you get the exercise credit? 🥳”

Me: “Sure!” 

*drinks milkshake while on said walk*",27,2022-05-14 23:22:01+00:00,2022-05-14 23:22:01+00:00,https://twitter.com/NateCarrington/status/1525617459935563778,1,Surprise,1
JBottomStones,"@Bigpackersfan76 @Tuxkick @kysoupbean I’ll admit, and blame…. Siri butchered my Apple Watch dictation.",1,2022-05-14 23:21:25+00:00,2022-05-14 23:21:25+00:00,https://twitter.com/JBottomStones/status/1525617307288055810,1,Surprise,1
MartyVMcfly,Apple Watch was about to tell you breathe slim https://t.co/kUBJo9bWYw,0,2022-05-14 23:21:03+00:00,2022-05-14 23:21:03+00:00,https://twitter.com/MartyVMcfly/status/1525617215407632386,1,Surprise,1
DavidPaulVC,"@hamids @peteweishaupt Well that is absolutely terrifying.  I feel like $AAPL is a much stronger business then $FB.  I've heard their apple watch is the biggest biometrics business, airpods the biggest headphone maker etc.",1,2022-05-14 23:19:46+00:00,2022-05-14 23:19:46+00:00,https://twitter.com/DavidPaulVC/status/1525616891473035270,1,Fear,0
PrinceFame25,👍 on @YouTube: Why The Apple Watch Is Square https://t.co/9rIX51LEKh,0,2022-05-14 23:18:04+00:00,2022-05-14 23:18:04+00:00,https://twitter.com/PrinceFame25/status/1525616463926726656,1,Surprise,1
belikejack23,@Nikkiwhite98 whaaat how i’m finna go tm they can keep tha apple watch tho 😂,0,2022-05-14 23:18:03+00:00,2022-05-14 23:18:03+00:00,https://twitter.com/belikejack23/status/1525616459304534019,1,Surprise,1
coupons__finder,"40% off🔥  code: 40FJT7AF
https://t.co/KSb49vYkqa
3 Packs Compatible with Apple Watch Band Stretchy Solo Loop 
#ad👋👋
https://t.co/TEkLs09dzA",0,2022-05-14 23:17:23+00:00,2022-05-14 23:17:23+00:00,https://twitter.com/coupons__finder/status/1525616291385692161,1,Happy,1
Nikkiwhite98,I love Verizon bc I just got a brand new iPhone 13 that came with an Apple Watch and I paid for nothing!!,0,2022-05-14 23:16:47+00:00,2022-05-14 23:16:47+00:00,https://twitter.com/Nikkiwhite98/status/1525616142072565761,1,Surprise,1
jessicatreyes18,Ya'll I'm selling my series 6 apple watch that's 2 months old if anyone is interested 🙂,4,2022-05-14 23:15:50+00:00,2022-05-14 23:15:50+00:00,https://twitter.com/jessicatreyes18/status/1525615903945003008,1,Happy,1
metalknives56k,Apple watch fr dont do anything but give me left armsthe other right arm cant even hold stuff smh….,0,2022-05-14 23:15:18+00:00,2022-05-14 23:15:18+00:00,https://twitter.com/metalknives56k/status/1525615769735790595,1,Fear,0
poemyjh,imma watch the kotaro anime since woozi had him on his applewatch it must be good i trust him,1,2022-05-14 23:14:22+00:00,2022-05-14 23:14:22+00:00,https://twitter.com/poemyjh/status/1525615534682869764,1,Happy,1
sanjeevrana02,"5 Pack Bands Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm, Soft Silicone Sport Strap Compatible with iWatch Series 7 6 5 4 3 2 1 SE Women Men Black/Wine Red/Cactus/Grey/Navy Blue Review https://t.co/3EDQDxEMvV",0,2022-05-14 23:12:38+00:00,2022-05-14 23:12:38+00:00,https://twitter.com/sanjeevrana02/status/1525615098831589376,1,Happy,1
BazoNFT,@number1Hawkfan @ThePlagueNFT We can start forming Apple Watch froggy gang,1,2022-05-14 23:12:10+00:00,2022-05-14 23:12:10+00:00,https://twitter.com/BazoNFT/status/1525614981257039875,1,Surprise,1
AtotalG,@ThcSamuel @Crypto_Bull_NFT Was at a party last night and someone had it as the background on their Apple Watch🔥🔥🔥,1,2022-05-14 23:11:26+00:00,2022-05-14 23:11:26+00:00,https://twitter.com/AtotalG/status/1525614797407932422,1,Happy,1
Knightsporton13,"High School Baseball Live Stream

 Moorhead vs Rogers 
Trinity at River Ridge vs Anoka/Legacy Christian Academy 
Apple Valley vs Century 

&gt;&gt;watch live : https://t.co/36p3pUdtoz",0,2022-05-14 23:11:06+00:00,2022-05-14 23:11:06+00:00,https://twitter.com/Knightsporton13/status/1525614711399936000,1,Fear,0
kaylabird_,Today while swinging my sisters Apple Watch started a rowing workout so it is a confirmed yes,0,2022-05-14 23:08:46+00:00,2022-05-14 23:08:46+00:00,https://twitter.com/kaylabird_/status/1525614123563864064,1,Fear,0
GlobalGrind,WATCH: Official Teaser Trailer for Apple Original Films &amp; Skydance Animation’s ‘Luck’ https://t.co/7BQPP10c5X https://t.co/ZJW5uLEMsh,0,2022-05-14 23:08:10+00:00,2022-05-14 23:08:10+00:00,https://twitter.com/GlobalGrind/status/1525613974808576006,1,Happy,1
wpmodder,"@VitoPeleg Actually, the attendant warned me to take my Apple Watch off. She said “people lose them all the time.” Dodged a bullet there!",2,2022-05-14 23:06:53+00:00,2022-05-14 23:06:53+00:00,https://twitter.com/wpmodder/status/1525613652455436291,1,Surprise,1
ashley_1934,My Apple Watch be like: https://t.co/yIUYpIOZXN,21,2022-05-14 23:06:49+00:00,2022-05-14 23:06:49+00:00,https://twitter.com/ashley_1934/status/1525613633199382533,1,Surprise,1
consuelaspledge,"@shoaibh987 @Brieyonce So there’s these things called Apple Watch, Fitbits, etc. That track your progress throughout the day and as long as you input your workouts they track what you burn. So I’m unsure why you think you know how much I work out in a workout? Also, OP clearly specific 1000 in TWO wo",1,2022-05-14 23:05:28+00:00,2022-05-14 23:05:28+00:00,https://twitter.com/consuelaspledge/status/1525613295046119426,1,Surprise,1
mishaspo,i cant believe i have to update my phone to use my damn apple watch,1,2022-05-14 23:04:37+00:00,2022-05-14 23:04:37+00:00,https://twitter.com/mishaspo/status/1525613078947168257,1,Surprise,1
mitchplague,@BazoNFT @ThePlagueNFT I need an apple watch so i can do this😂🤜🏽🤛🏽,4,2022-05-14 23:02:59+00:00,2022-05-14 23:02:59+00:00,https://twitter.com/mitchplague/status/1525612670187147264,1,Surprise,1
CajunDrD,"@NeurdBeatngOdds How did you find this?? I looked for one! Yes, why don’t we have these? All I got is a stupid watch and phone from Apple! 🤣🤣",2,2022-05-14 23:02:57+00:00,2022-05-14 23:02:57+00:00,https://twitter.com/CajunDrD/status/1525612661798469632,1,Surprise,1
ellensoph,shout out to my apple watch for telling me my heart rate was too high for the final 10 minutes of the eurovision votes,0,2022-05-14 23:02:55+00:00,2022-05-14 23:02:55+00:00,https://twitter.com/ellensoph/status/1525612652797562887,1,Fear,0
thugsweetluv,I would like a new Apple Watch. Mine is so out dated I’m not even motivated to charge that hoe.,0,2022-05-14 23:02:51+00:00,2022-05-14 23:02:51+00:00,https://twitter.com/thugsweetluv/status/1525612635168727041,1,Happy,1
MichalJoyner5,@welltory What does this do that my Apple Watch already does?,0,2022-05-14 23:01:54+00:00,2022-05-14 23:01:54+00:00,https://twitter.com/MichalJoyner5/status/1525612395875356672,1,Surprise,1
tomwild13,My Apple Watch just asked if I was on an elliptical. Not even puck drop yet. Go leafs go.,1,2022-05-14 23:01:48+00:00,2022-05-14 23:01:48+00:00,https://twitter.com/tomwild13/status/1525612372492177415,1,Surprise,1
SekeiKometto,omg my new apple watch band came in!!!! it’s so gorgeous!!~ https://t.co/Bplj2I0Y8m,37,2022-05-14 23:01:33+00:00,2022-05-14 23:01:33+00:00,https://twitter.com/SekeiKometto/status/1525612308826714112,1,Surprise,1
poudreimperiale,@t33thf4ngz11287 Don’t really need an apple watch unless you’re like an athlete/on call worker/nurse. Other cheaper fitness watches out there,0,2022-05-14 23:00:32+00:00,2022-05-14 23:00:32+00:00,https://twitter.com/poudreimperiale/status/1525612051296559105,1,Surprise,1
bbygurldemii,one thing about me is this apple watch will never not be on my wrist. that’s my bust down AP right there https://t.co/0ImGcue4zL,2,2022-05-14 22:59:35+00:00,2022-05-14 22:59:35+00:00,https://twitter.com/bbygurldemii/status/1525611815383707648,1,Surprise,1
Wizkid_Videos,Watch True Love (feat. Tay Iwar &amp; Projexx) by Wizkid via Apple Music 🎶✨#Wizkid #WizkidFCHL  https://t.co/tLhjatVPVN,55,2022-05-14 22:59:34+00:00,2022-05-14 22:59:34+00:00,https://twitter.com/Wizkid_Videos/status/1525611808651878400,1,Happy,1
juliefaubert,Bloom Big: Apple Watch SE Giveaway https://t.co/8Wo4V8hvlr,0,2022-05-14 22:59:29+00:00,2022-05-14 22:59:29+00:00,https://twitter.com/juliefaubert/status/1525611787860721666,1,Surprise,1
NewMacBookUgly,"@andrewhahalee @AndroidAuth In that case you might want a smart watch
Not even joking, like I love taking my AirPods and watch leaving my AirPods case and phones behind and I can do everything I need really, I can pay for stuff with Apple Pay and I can listen to music on the go without carrying extra stuff",0,2022-05-14 22:59:26+00:00,2022-05-14 22:59:26+00:00,https://twitter.com/NewMacBookUgly/status/1525611777337307137,1,Surprise,1
RedBedroomRcrds,My Apple Watch counted my shopping spree as exercise this afternoon https://t.co/wPUScxyGtQ,0,2022-05-14 22:58:29+00:00,2022-05-14 22:58:29+00:00,https://twitter.com/RedBedroomRcrds/status/1525611537230188547,1,Surprise,1
WorldNewsItaly,The Apple Watch Series 7 is finally available at a reduced price on Amazon https://t.co/9P7jM7cTIO,0,2022-05-14 22:57:34+00:00,2022-05-14 22:57:34+00:00,https://twitter.com/WorldNewsItaly/status/1525611307868774401,1,Surprise,1
april_allen26,i should have my apple watch on rn bc i just know my heart rate is insane,1,2022-05-14 22:57:20+00:00,2022-05-14 22:57:20+00:00,https://twitter.com/april_allen26/status/1525611248620011526,1,Surprise,1
YesMissMurphy,@LauraHolland Apple Watch is this close to calling me an ambulance,2,2022-05-14 22:56:01+00:00,2022-05-14 22:56:01+00:00,https://twitter.com/YesMissMurphy/status/1525610916414427142,1,Happy,1
boqli1,"#Apple Watch Series 7 [GPS 41mm] Smart Watch w/ Green Aluminum Case with Clover Sport Band. Fitness Tr
$329.00

https://t.co/vyHIdzptDj",0,2022-05-14 22:55:10+00:00,2022-05-14 22:55:10+00:00,https://twitter.com/boqli1/status/1525610700164452355,1,Surprise,1
SamagameC,"The Apple Watch will notify us if we forget or the iPhone is stolen, thanks to WatchOS 8 https://t.co/knZsBgWKxW",0,2022-05-14 22:54:08+00:00,2022-05-14 22:54:08+00:00,https://twitter.com/SamagameC/status/1525610441300393984,1,Surprise,1
andylanechapman,"@DodgerFitterFam @_emiforever_ @braaavo5 @Geeman1026 @heystoopid01 @DavidYoungTBLA @SDDodger @jessedpate I had 70,743! I have an Apple Watch now so I’m not reporting as much",3,2022-05-14 22:54:02+00:00,2022-05-14 22:54:02+00:00,https://twitter.com/andylanechapman/status/1525610415262162945,1,Surprise,1
myerlifo,"Staff: *took skz phones for the haunted house ep*
Lino: WE STILL HAVE APPLE WATCH
I.N: YESSSS. WE CAN PRESS SOS ANYTIME WE LIKE

its only started but they already threatening the staffs 🤣",0,2022-05-14 22:54:00+00:00,2022-05-14 22:54:00+00:00,https://twitter.com/myerlifo/status/1525610407532331008,1,Surprise,1
daneskariveraa,"I’ve been up since 5:30, worked 8 hours not once sitting, walked 3 miles and my Apple Watch says I’ve only been standing for 5 hrs and have burned only 191 calories…. I think it’s time to replace my watch 🤦🏽‍♀️",1,2022-05-14 22:53:46+00:00,2022-05-14 22:53:46+00:00,https://twitter.com/daneskariveraa/status/1525610350208503808,1,Surprise,1
HarleyandErnest,So irritating when my Apple Watch tells me it’s time to stand up. The audacity.,4,2022-05-14 22:52:42+00:00,2022-05-14 22:52:42+00:00,https://twitter.com/HarleyandErnest/status/1525610080263188487,1,Fear,0
JuneHShelton,Hate when i leave my apple watch 🤦🏾‍♂️,0,2022-05-14 22:52:37+00:00,2022-05-14 22:52:37+00:00,https://twitter.com/JuneHShelton/status/1525610061543907330,1,Surprise,1
jawreips,"God, I feel like such an idiot.

I bought an Apple Watch today, but little did I know I need an iPhone to pair with it before it starts working. I have Android.

Why tf do I need an expensive phone for an expensive clock 🤦‍♀️",9,2022-05-14 22:52:30+00:00,2022-05-14 22:52:30+00:00,https://twitter.com/jawreips/status/1525610030464131078,1,Surprise,1
sallybirchfarm,"@DaveEDanna I really liked my Fitbit. I’ve since gotten an Apple Watch, which is outstanding. But I would totally use a Fitbit again.",1,2022-05-14 22:51:13+00:00,2022-05-14 22:51:13+00:00,https://twitter.com/sallybirchfarm/status/1525609707372695552,1,Surprise,1
nikia,my Apple Watch can stop telling me to stand up cause I’m not.,17,2022-05-14 22:50:46+00:00,2022-05-14 22:50:46+00:00,https://twitter.com/nikia/status/1525609594285969408,1,Surprise,1
kingjujux,"Hey twitter what’s the best android to do IRL streaming to Twitch and battling PokémonGo wise?! 
This set up is lit by @pokedaxi and I watch @ItsFleeceKing on twitch all the time but I got Apple iPhone issues that I can’t stream the front and back camera at the same time 😭
#help https://t.co/hH5kg9UN7Y",1,2022-05-14 22:50:19+00:00,2022-05-14 22:50:19+00:00,https://twitter.com/kingjujux/status/1525609483530952705,1,Surprise,1
MakCityBitch,Does anyone else get phantom Apple Watch notifications even when they aren’t wearing it?,1,2022-05-14 22:49:26+00:00,2022-05-14 22:49:26+00:00,https://twitter.com/MakCityBitch/status/1525609258577960965,1,Surprise,1
Iliannayadig,If you wear an Apple Watch to the wedding I’m kicking you out,22,2022-05-14 22:49:18+00:00,2022-05-14 22:49:18+00:00,https://twitter.com/Iliannayadig/status/1525609225879183360,1,Surprise,1
grapezzzzzzz,@0xCelon or the apple watch pic with cleavage in the background,1,2022-05-14 22:49:12+00:00,2022-05-14 22:49:12+00:00,https://twitter.com/grapezzzzzzz/status/1525609199131955200,1,Surprise,1
asouth50,@MyGolfSpy I have been using Golfshot Pro for a few years now. I like the fact that it also works with my Apple Watch,1,2022-05-14 22:48:24+00:00,2022-05-14 22:48:24+00:00,https://twitter.com/asouth50/status/1525608998606716928,1,Surprise,1
lesseveryday,worst part of playing soccer is not being able to wear my apple watch on the field to track cals burned &lt;/3,0,2022-05-14 22:47:12+00:00,2022-05-14 22:47:12+00:00,https://twitter.com/lesseveryday/status/1525608696167940099,1,Sad,0
Mod_Cyrilio,@FrogFriction If Apple isn’t on it yet then they should be. Their watch can already do useful stuff like monitor heart rate. Can they already monitor BP too?,1,2022-05-14 22:45:07+00:00,2022-05-14 22:45:07+00:00,https://twitter.com/Mod_Cyrilio/status/1525608174803361793,1,Angry,0
_KeepItOnTheLo_,I took my Apple Watch off for one day and can’t find it since 😭,0,2022-05-14 22:44:50+00:00,2022-05-14 22:44:50+00:00,https://twitter.com/_KeepItOnTheLo_/status/1525608101105356800,1,Surprise,1
thisisdavid,MY APPLE WATCH THINKS I AM ABOUT TO DIE #Eurovision,18,2022-05-14 22:44:50+00:00,2022-05-14 22:44:50+00:00,https://twitter.com/thisisdavid/status/1525608099675000834,1,Surprise,1
louise01067,This Apple Watch Band Revamps How You Track Your Fitness Goals https://t.co/HYu3eohEda via @gearpatrol,0,2022-05-14 22:44:08+00:00,2022-05-14 22:44:08+00:00,https://twitter.com/louise01067/status/1525607927167459333,1,Surprise,1
Gmara305,@BMACadelic Shit. U just made me realize not a damn thing. Apple Watch has been in a drawer for months since it can’t hold a charge. Airdrop is cool but only w other iPhones. Am I use WhatsApp exclusively.,0,2022-05-14 22:43:53+00:00,2022-05-14 22:43:53+00:00,https://twitter.com/Gmara305/status/1525607862717845505,1,Surprise,1
dyee1,"@MyGolfSpy V1 Game: GPS, automatic shot detection with Apple Watch, breadcrumbs that retrace your steps (just in case).

18 Birdies has a lot going for it but no watch shot detection - yet.

Might give Golf Pad Tags a shot when my V1 expires.",0,2022-05-14 22:41:11+00:00,2022-05-14 22:41:11+00:00,https://twitter.com/dyee1/status/1525607184138088448,1,Surprise,1
