Unnamed: 0,author,comment,belong_likes_count,time,belong_create_time,link,is_long,motion,is_positive,,
980,ugurlu_profil_,Rengi😍,460,1652377511,1652373382,https://www.instagram.com/p/CddwU_UqPCy,0,Happy,1,,
981,aynur.memmedzadeh22,Chox gozeldiler axii😍😍😍,460,1652376689,1652373382,https://www.instagram.com/p/CddwU_UqPCy,1,Happy,1,,
982,ulya_babali,У вас очень большой выбор,460,1652391047,1652373382,https://www.instagram.com/p/CddwU_UqPCy,1,Happy,1,,
983,_estella_03_,iPhone sevgim😢😢😢😢😢,464,1652377825,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,
984,muslimankii_pg,Superdi👏👏👏,464,1652385796,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,
985,muslimankii_pg,Çox gözəl,464,1652385788,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,
986,nara66.77,Salam dunen magazanizda idim herşey o qeder super idi,464,1652416941,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
987,banush_1996,Salam saat necəden etibarən isləyirsiz yaxınlaşmaq istəyirəm,464,1652383738,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
988,delya5120,Mənim iphonem də sizdəndir. Çox məmnunam,464,1652405591,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
989,melissacabbarli,Yaxşıki səhifənizi izləyirəm 🤍,464,1652381884,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
990,royala_hamidli,Möhtəşəm post✨�?464,1652381610,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,,
991,cahan5590,Salam saat neceye qeder işleyirsiz,464,1652413201,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
992,ali.yevanatavan,Мне очень нравится ваш магазин в вашем магазине могу купить всё что хочу по приемлемой цене,464,1652385779,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
993,zumrud12.90,Salam rayonlara catdirilma edirsiz,464,1652417160,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
994,melek18605,Hisse hisse odeniw mümkündür,464,1652421837,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
995,vukar6545,Salam zəhmət olmasa unvan?,464,1652420481,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
996,aide.eliyeva77,Rayonlara cadirilma var,464,1652386954,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
997,xosqedem6655,Salam reng fərqində qiymət deyişir,464,1652411478,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
998,aynur.memmedzadeh22,Vauuu😍,464,1652376700,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,
999,mariya_aqayva,Sizi bir yaxinim tövsiyə etmişdi yaxşıki səhifənizi izləyirəm,464,1652382116,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1000,vuska7597,Original iphone adaptrı var?,464,1652404635,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1001,aygun_7288,Salam nağd alişa endirim edirsiniz,464,1652412587,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1002,ulya_aliyeva7,Kefiyyet baximnan yalniz size etibar edirem,464,1652385422,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1003,ayte.nmirzeyeva,Çatdırılma əlavə ödənişlidir sizde?,464,1652379016,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1004,banu13648,Kreditle almaq mümkündür,464,1652421667,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1005,seli.na8282,Salam bir kartla aylara bolursuz,464,1652412785,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1006,meriska8288,Salam air pods pro necedir,464,1652412284,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1007,roska_ava,Men sifariw verecem tezlikle sizden,464,1652384512,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1008,serenayalizade,Ne gozel paylasim edirsiz,464,1652422084,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1009,aytac_4091,Apple watch pink rəng var?,464,1652405005,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Surprise,1,,
1010,meyve_sevgim__,Salam əlaqə nömrəsi zəhmet olmasa,464,1652383260,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1011,mel.issa4650,Tel üçün aksessuarlar olur sizde,464,1652379460,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1012,nuray10010,İphone üçün caselər var?,464,1652405947,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1013,ayla17226,Aksesuarlar olur sizde,464,1652421977,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1014,neman_muradli,Nömrə qeyd edə bilərsiz zəhmət,464,1652383378,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1015,lema.n1064,Rayonlara çatdırılma edirsiz?,464,1652378371,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1016,sh_a_v_a_77,2ci el telefonlar satirsiz?,464,1652384773,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1017,aysanmammadli,Çox gözəldir ələ😍,464,1652381989,1652373358,https://www.instagram.com/p/CddwRDJK4WL,0,Happy,1,,
1018,hulka8388,Salam iPhone 12 qiyməti necedi,464,1652412454,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1019,aliyeva_rasmiyya__,До скольких часов вы работаете,464,1652390647,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1020,gozel_ragimova,Möhtəşəm paylaşım edirsiniz,464,1652381487,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1021,lalem9700,Kartla ödəniş mümkündür?,464,1652378861,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1022,zara.mbaby,Salam qiymət zəhmət olmasa,464,1652383474,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1023,goycek_mamadova,Məndə sizdən almışam çox razıyam,464,1652380320,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1024,gunaydinla_1,Salam iPhone 13 pink var,464,1652383852,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1025,elzaa9089,Salam zəmanət verilir,464,1652417382,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1026,vv_vv_2_,Men almiwam ve cox beyendim,464,1652379180,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1027,renamaya3344,Salam qarantili olur,464,1652411247,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1028,mocuze_777520,Hansisa mehsula endirim var?,464,1652380559,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1029,fidanmeherremli20,Sizi hər kəsə tövsiyə edirəm,464,1652380541,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1030,gulu.20192019,Texniki servisiniz var?,464,1652382217,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1031,es.shekur,Sifariw verecem tezlikle,464,1652378605,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1032,aynur_dadasova2001,Вас очень приемлемые цены,464,1652389868,1652373358,https://www.instagram.com/p/CddwRDJK4WL,1,Happy,1,,
1033,narmin_ibneli,O geder cox mawAllah secilmleriniz var ki sec al beyen super,440,1652343385,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1034,aida19030,Kartla ödəniş etmək mümkündür?,440,1652357110,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1035,meyve_sevgim__,Salam əlaqə nömrəsi zəhmet olmasa,440,1652348376,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1036,maliwka.aliyeva91,Kartla odeme mumkundu?,440,1652356451,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1037,zemi.ne55,Rengi super😍😍,440,1652300534,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1038,aynur10084,Yaşıl rəng iphone 11 var satışda?,440,1652356673,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1039,nuray10010,Sizdə original iphone adaptrı var?,440,1652323221,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1040,ikinci_el_geyimler7777,Kartla ödəniş mümkündür?,440,1652298282,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1041,banush_1996,Yaxşıki seçimim sizdən oldu çox razı qaldım,440,1652348715,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1042,turkanorxann,Tel üçün aksessuarlar olur sizde,440,1652306390,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1043,gunaydinla_1,Nömrə qeyd edə bilərsiz zəhmət olmasa,440,1652349551,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1044,denizin_aksesuar_dunyasi,Yararlanacam kampaniyadan,440,1652288421,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1045,esli_xanbabayeva,Möhtəşəm paylaşım edirsiniz �?440,1652296067,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,,
1046,tamilla_mmm,Kredite verirsiz?,440,1652302444,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1047,ayte.nmirzeyeva,Power bank olur sizde,440,1652306738,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Angry,0,,
1048,alisam_baby__2021,Хорошо что я выбрала именно вас,440,1652356736,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1049,ya._azim,Kredite  verirsiz?,440,1652300174,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1050,mel.issa4650,En sevdiyim model,440,1652297970,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Fear,0,,
1051,zara.mbaby,Вы можете ввести номер для связи с вами,440,1652355007,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1052,neman_muradli,Ünvan qeyd edə bilərsiz zəhmət olmasa,440,1652349408,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1053,shabnam_khalilova_,Artiq 13 almaga deymez cunki 3 4 aydan sonra iphone yeni modelini cixaracaq hami qacacaq ona  yaxshisi onu gozlemekdir,440,1652351813,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1054,giveaway_sponsor_yaris,Kartla odeniw mumkundur size?,440,1652299651,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1055,soltanova.wehla,Ela telefondur,440,1652350275,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1056,gunay10104,Servisiniz var?,440,1652324524,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1057,nisa10021,Çatdırılma xidmətiniz var?,440,1652323704,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1058,resulmehdiyev_1,Salam ünvan haradadl?,440,1652357217,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1059,mirvari638,Airpods neçəyədir?,440,1652337632,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1060,feri.zeelizade4,Cox gozeldir,440,1652327910,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1061,fidan80087,Daxili kredit var sizdə?,440,1652324136,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1062,ayetil_kursi,Ag rengi var?,440,1652303603,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1063,yasmin16643,Dmya baxarsiz zehmet olmasa,440,1652293190,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1064,mehin_studio,Ünvan haradadı,440,1652357477,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1065,aylan_urka,Salam ünvan,440,1652356194,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1066,cicek18189,Qazanciniz bol olsun,440,1652294547,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1067,aygun_kaziimova01,Sizinlə necə əlaqə saxlaya bilərəm,440,1652349861,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1068,afet__qurbanli__,я очень согласен,440,1652354114,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1069,aktivlik__marafonu_,ünvan haradadl,440,1652356843,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1070,roska_ava,Orijinaldi?,440,1652336918,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1071,mocuze_777520,Sifariw nece gune catdirilir?,440,1652302877,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1072,ya_fetah,Almiwam cox beyendim,440,1652304463,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1073,avva94sh,Bu model neciyedi,440,1652296732,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Fear,0,,
1074,aysu_rahimlii,Sizdə airports olur,440,1652295298,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Fear,0,,
1075,quliyeva_esmaa,Sizdən ağız dolusu raziyam və hamıya məsləhət görürem,440,1652349288,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1076,aliyeva_rasmiyya__,Kefiyyet baximnan yalniz size etibar edirem,440,1652341023,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1077,elaa.bdullayeva,Oz saheniz uzre nomre 1 siz,440,1652335038,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1078,siberian_wellness__13,Dm baxında zəhmət olmasa,440,1652357947,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Fear,0,,
1079,nunu.mustafayeva,Yararlanacam kampaniyadan,440,1652355616,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1080,lamia_5690,Sadəcə olaraq möhtəşəm,440,1652352877,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,1,Happy,1,,
1081,el.mumin87,Servis xidmeti var?,440,1652301905,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1082,give.awayartim,Qiymeti neciyedir?,440,1652303290,1652284594,https://www.instagram.com/p/CdbG-LKgmNp,0,Happy,1,,
1083,aliyeva_rasmiyya__,O geder cox mawAllah secilmleriniz var ki sec al beyen super,352,1652254534,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1084,khayla_mm,Çox araşdırmalar nəticəsində seçimim sizdən yana oldu minetderem,352,1652253138,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1085,aysuun_uu001,Salam əlaqə nömrəsi zəhmet olmasa,352,1652252622,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1086,delya5120,Mənim iphonem də sizdən alınıb. Çox məmnunam,352,1652252881,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1087,alisa_mocuzeler_diyarinda1,Мне очень нравится ваш магазин в вашем магазине могу купить всё что хочу по приемлемой цене,352,1652251008,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1088,narmin_ibneli,Можно узнать адрес и До каких часов вы работаете,352,1652260995,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1089,nilay_aygi,Salam bir kartla aylara bolursuz,352,1652246313,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1090,nuray10010,Original iphone adaptrı var?,352,1652251250,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1091,aysima1556,Salam air pods pro necedir?,352,1652245746,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1092,es.shekur,Sifariw  verecem tezlikle😍,352,1652205898,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1093,turkanorxann,Kartla ödəniş mümkündür?,352,1652218936,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1094,natavan_hemidova1996,Sizdən ağız dolusu raziyam və hamıya məsləhət görürem,352,1652253272,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1095,aygun_kaziimova01,�?1 в своей области. я сделал правильный выбор,352,1652254005,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1096,denizin_aksesuar_dunyasi,Kreditlə verirsiz,352,1652203908,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1097,jale.celil,MÇatdırılma əlavə ödənişlidir sizde?,352,1652216763,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1098,selalee6790,Salam. Nagd alişa endirim edirsiz,352,1652248805,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1099,nisa10021,Salam. Daxili kredit var sizdə?,352,1652250099,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1100,nata_esgerova,Salam 🥰 nömrə qeyd edə bilərsiz zəhmət olmasa,352,1652253638,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1101,ayte.nmirzeyeva,Rayonlara çatdırılma edirsiz?,352,1652219154,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1102,aynurhamidli20,Səhifənizi sevərək izləyirəm,352,1652214275,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1103,zara.mbaby,Salam qiymət zəhmət olmasa,352,1652252509,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1104,meriska8288,Salam məhsullarıniz qarantili olur?,352,1652246548,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1105,quliyeva_esmaa,Salam kartla ödəmə sistemi aktivdir,352,1652252907,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1106,zumrud12.90,Sizden ne almişamsa super çıxıb,352,1652248099,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1107,aylanur89893,Salam reng fərqində qiymət deyişir?,352,1652245010,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1108,fidan80087,Texniki xidmətiniz var?,352,1652250865,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1109,ulya_babali,Bu gune kimi sizden ne almiwig cox razi qalmiwig,352,1652255487,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1110,afet__qurbanli__,Хорошо что я выбрала именно вас,352,1652254155,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1111,nara66.77,Sadəcə olaraq möhtəşəm,352,1652247892,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1112,kiafrenderls,Promote it on @world_.gallery._,352,1652260081,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1113,zuzu7825,Catdirilma nece gunedir?,352,1652204437,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1114,ailem_yaxsuki_var,Salam ünvan zəhmət olmasa,352,1652252745,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1115,mdva_esma__,У вас очень приемлемые цены,352,1652260634,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1116,mini_yarishma,Bu telnen cekiliw gozeld8,352,1652211470,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1117,tamilla_mmm,Catdirilma her yere edirsiz?,352,1652205648,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1118,elgun11188,Airpods neçəyədir?,352,1652251654,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1119,ali.yevanatavan,У вас есть другие цвета,352,1652261356,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1120,mehnaz_aqayva,Yaxşıki səhifənizi izləyirəm 😍,352,1652214461,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1121,nuray_eliyeva40,Başqa satışlar var,352,1652259437,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1122,hulka8388,Salam iPhone üçün case varmı?,352,1652246750,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1123,resad87_3_19,Unvana catdirilma edirsiz?,352,1652204871,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1124,esmi.rakerimova,Salam çatdırılma var?,352,1652253781,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1125,ceyran_agayeva1978,Вы делаете бартер,352,1652261945,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1126,quliy_evaayka,Вы настоящий профессионал своего дела,352,1652254297,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1127,aynur_dadasova2001,Kefiyyet baximnan yalniz size etibar edirem,352,1652253755,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1128,yamecid,2ci el tel satirsiz?,352,1652210135,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1129,give.awayartim,Endirim olur sizde?,352,1652212018,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1130,quliyevaa_rufane,вы выбраны в соответствии с вашей областью,352,1652254483,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1131,soltanova.wehla,Başqa rəngləri var,352,1652258958,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,0,Happy,1,,
1132,lema.n1064,Yalnız nağd ödənişdir,352,1652219350,1652202243,https://www.instagram.com/p/CdYp4Zxq_pP,1,Happy,1,,
1133,mahmudlu_mehriban__,O geder cox mawAllah secilmleriniz var ki sec al beyen super,340,1652179646,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1134,natavan_hemidova1996,Salam əlaqə nömrəsi zəhmet olmasa,340,1652178993,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1135,nilay14909,Original iphone adaptrı var?,340,1652184776,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1136,aida19030,Apple Watch gold rəngi var?,340,1652174104,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Surprise,1,,
1137,hulka8388,Salam bir kartla aylara bolursuz,340,1652183885,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1138,selalee6790,Salam air pods pro necedir?,340,1652181399,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1139,parepare879,Ela rayonlara çatdırılma var,340,1652172681,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1140,aynurhamidli20,Sevərək izləyirəm 😍,340,1652124932,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1141,lalem9700,Kartla ödəniş mümkündür?,340,1652127249,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1142,ayselin_777,Rayonlara çatdırılma edirsiz?,340,1652126781,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1143,aysima1556,Salam nagd alişa endirim edirsiz?,340,1652182991,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1144,turkanorxann,Işlərinizdə uğurlar arzulayıram,340,1652134818,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1145,aytac_4091,Sizin daimi müştərinizəm. Xidmətə  söz ola bilməz,340,1652145907,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1146,fatime_islamzade3,Qazanciniz bol olsun,340,1652171527,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1147,melek18605,Hisse hisse odeniw mümkündür,340,1652142156,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1148,maliwka.aliyeva91,Wow🔥🔥,340,1652182674,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1149,jale.celil,Power bank olur sizde,340,1652133909,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Angry,0,,
1150,nara66.77,Sizden ne almişamsa super çıxıb,340,1652180597,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1151,alisa_mocuzeler_diyarinda1,У вас очень приемлемые цены,340,1652180898,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1152,yasmin16643,Qazanciniz bol olsun,340,1652156733,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1153,gulu.20192019,Poverbank var satışda?,340,1652179864,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1154,nuray.zamanov.a,Bol qazanclar,340,1652182219,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1155,narmin17282,En sevdiyim model,340,1652150727,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Fear,0,,
1156,nuraa4792,Kefiyyet baximnan yalniz size etibar edirem,340,1652169733,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1157,neman_muradli,Salam Aleykum saat neçəyə qədər isleyirsiz yaxınlaşmaq istəyirəm,340,1652178687,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1158,mel.issa4650,En sevdiyim model,340,1652126002,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Fear,0,,
1159,zuzu7825,Online satiwdi?,340,1652117754,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1160,ayte.nmirzeyeva,Yalnız nağd ödənişdir,340,1652127479,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1161,esli_xanbabayeva,Məndə sizdən almışam çox razıyam,340,1652122657,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1162,tamilla_mmm,Sifariw verecem tezlikle,340,1652124361,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1163,delya5120,Çatdırılma xidmətiniz var?,340,1652146423,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,1,Happy,1,,
1164,ugurlu_profil_,Kredite verirsiz?,340,1652117472,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1165,jasmineelizade34,Cox sevdim,340,1652169692,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
1166,uqur_boceyi_ava,2ci el satirsiz?,340,1652168286,1652113799,https://www.instagram.com/p/CdWBMDZqAeI,0,Happy,1,,
